Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
AK Perera (SL),2013-2019,2013,2019,6,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
SL Perera (Ghana),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
WKD Perkins (WI),2008-2008,2008,2008,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
J Perman (ESP),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
AN Petersen (SA),2010-2010,2010,2010,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
VD Philander (SA),2007-2007,2007,2007,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
K Pierre (WI),2018-2019,2018,2019,1,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
R Pillai (GER),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
R Pisal (ROM),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
S Pokhriyal (CZK-R),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
KOA Powell (WI),2014-2014,2014,2014,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
M Pushpakumara (SL),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
A Rangaswamy (Botsw),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Raqibul Hasan (BDESH),2008-2010,2008,2010,2,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Raza Iqbal (NOR),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
CMW Read (ENG),2006-2006,2006,2006,0,1,1,1,1,0,1,0,1 (1ct 0st),1,1.00,1.00,0.00
FL Reifer (WI),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
JB Reva (PNG),2015-2019,2015,2019,4,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
KAJ Roach (WI),2008-2012,2008,2012,4,11,11,1,1,0,0,1,1 (1ct 0st),0.09,0.09,0.09,0.00
IH Romaine (BMUDA),2008-2008,2008,2008,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Rubel Hossain (BDESH),2009-2018,2009,2018,9,27,26,1,1,0,0,1,1 (1ct 0st),0.038,0.04,0.04,0.00
Rumman Raees (PAK),2016-2018,2016,2018,2,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
RJMGM Rupasinghe (SL),2009-2009,2009,2009,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
GR Russ (PHI),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
HD Rutherford (NZ),2013-2019,2013,2019,6,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
SE Rutherford (WI),2018-2019,2018,2019,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Saad Nasim (PAK),2014-2014,2014,2014,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
VM Sachdev (PNM),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Sadeeq Khan (ROM),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Sahir Naqash (GER),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
NA Saini (INDIA),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Sajedul Islam (BDESH),2013-2013,2013,2013,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
AM Samad (CAN),2008-2010,2008,2010,2,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
SV Samson (INDIA),2015-2015,2015,2015,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
R Sandaruwan (KUW),2019-2019,2019,2019,0,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
JRMVB Sanjaya (SL),2017-2017,2017,2017,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
K Santokie (WI),2011-2014,2011,2014,3,12,12,1,1,0,0,1,1 (1ct 0st),0.083,0.08,0.08,0.00
Saqlain Arshad (QAT),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
M Sarenac (Serb),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
A Sarma (GER),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
MM Sarwar (KUW),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
I Sawmy (DEN),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Sayed Shirzad (AFG),2015-2019,2015,2019,4,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
CP Schofield (ENG),2007-2007,2007,2007,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Shaffeq Muhammad (),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Shafiul Islam (BDESH),2010-2019,2010,2019,9,17,17,1,1,0,0,1,1 (1ct 0st),0.058,0.06,0.06,0.00
Shaheen Shah Afridi (PAK),2018-2019,2018,2019,1,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
Shaheryar Butt (Belg),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Shahid Wasif (HKG),2016-2019,2016,2019,3,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
Shahriar Nafees (BDESH),2006-2006,2006,2006,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
A Shahzad (ENG),2010-2011,2010,2011,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Shamsudheen Purat (Saudi),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
JNK Shannon (IRE),2013-2018,2013,2018,5,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
Sharafuddin Ashraf (AFG),2015-2019,2015,2019,4,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
MM Sharma (INDIA),2014-2015,2014,2015,1,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
V Shetty (UAE),2014-2014,2014,2014,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Shoaib Khan jnr (PAK),2008-2008,2008,2008,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Shuvagata Hom (BDESH),2016-2016,2016,2016,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
EHSN Silva (UAE),2014-2014,2014,2014,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
KRP Silva (USA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
M Simpson-Parker (Aut),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
J Singye (BHU),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
DS Smith (WI),2007-2009,2007,2009,2,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
SJS Smith (SCOT),2010-2012,2010,2012,2,5,5,1,0,1,0,0,1 (0ct 1st),0.2,0.00,0.20,0.20
J Smits (NL),2008-2009,2008,2009,1,6,5,1,1,0,1,0,1 (1ct 0st),0.2,0.17,0.17,0.00
JT Smuts (SA),2017-2018,2017,2018,1,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
JN Snape (ENG),2007-2007,2007,2007,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
CB Sole (SCOT),2017-2018,2017,2018,1,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
A Srivastav (Chile),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
ACF Stokes (GUE),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
AJ Strauss (ENG),2005-2009,2005,2009,4,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
R Strydom (IRE),2008-2008,2008,2008,0,4,3,1,1,0,0,1,1 (1ct 0st),0.333,0.25,0.25,0.00
Sufyan Mehmood (OMAN),2015-2019,2015,2019,4,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
P Syafiq Ali (MAL),2019-2019,2019,2019,0,2,1,1,1,0,0,1,1 (1ct 0st),1,0.50,0.50,0.00
Syed Rasel (BDESH),2007-2008,2007,2008,1,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
Tanveer Ahmed (HKG),2016-2017,2016,2017,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Taskin Ahmed (BDESH),2014-2018,2014,2018,4,19,17,1,1,0,0,1,1 (1ct 0st),0.058,0.05,0.05,0.00
P Taylor (CZK-R),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
T Taylor (Caym),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
SR Tendulkar (INDIA),2006-2006,2006,2006,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
SP Terry (IRE),2016-2016,2016,2016,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
DC Thomas (WI),2009-2013,2009,2013,4,3,3,1,0,1,0,0,1 (0ct 1st),0.333,0.00,0.33,0.33
S Tobgay (BHU),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
GC Tonge (WI),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
RJW Topley (ENG),2015-2016,2015,2016,1,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
A Tripathi (Mex),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
LL Tsotsobe (SA),2009-2014,2009,2014,5,23,23,1,1,0,0,1,1 (1ct 0st),0.043,0.04,0.04,0.00
JJ Tucker (BMUDA),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
S Tyagi (INDIA),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
A Uniyal (Chile),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Usama Master (MWI),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Usman Ali (Saudi),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Usman Limbada (CAN),2010-2013,2010,2013,3,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Usman Shinwari (PAK),2013-2019,2013,2019,6,16,16,1,1,0,0,1,1 (1ct 0st),0.062,0.06,0.06,0.00
Usman Waheed (KUW),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
JDF Vandersay (SL),2015-2019,2015,2019,4,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
MB van Schelven (NL),2015-2015,2015,2015,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
TCW Veillard (GUE),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
S Vijayakumar (SGP),2019-2019,2019,2019,0,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
Vimal Kumar (PHI),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
R Vinay Kumar (INDIA),2010-2013,2010,2013,3,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
L Vincent (NZ),2006-2007,2006,2007,1,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
W Viraliliu (VAN),2019-2019,2019,2019,0,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
Vishal Ahir (PNM),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
KDK Vithanage (SL),2014-2016,2014,2016,2,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Waqar Khan (Peru),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Waqas Ali (Belg),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Washeem Abbas (MALTA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
VS Wategaonkar (OMAN),2016-2016,2016,2016,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
RM West (IRE),2009-2009,2009,2009,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
AA Westphal (Mex),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
BTJ Wheal (SCOT),2016-2017,2016,2017,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
BM Wheeler (NZ),2017-2018,2017,2018,1,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
S Wickramasekara (CZK-R),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
SA Wijeyeratne (CAN),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
JD Wildermuth (AUS),2018-2018,2018,2018,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
CR Woakes (ENG),2011-2015,2011,2015,4,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
LJ Woodcock (NZ),2010-2011,2010,2011,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
GH Worker (NZ),2015-2015,2015,2015,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
AS Wright (GUE),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
CM Wright (SCOT),2007-2009,2007,2009,2,3,2,1,1,0,0,1,1 (1ct 0st),0.5,0.33,0.33,0.00
HN Ya France (NAM),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Yasar Idrees (KUW),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Yasir Arafat (PAK),2007-2012,2007,2012,5,13,13,1,1,0,0,1,1 (1ct 0st),0.076,0.08,0.08,0.00
Zaheer Maqsood (UAE),2015-2016,2015,2016,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Zahid Hussain (CAN),2012-2012,2012,2012,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Zameer Khan (DEN),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
A Zampa (AUS),2016-2019,2016,2019,3,27,26,1,1,0,0,1,1 (1ct 0st),0.038,0.04,0.04,0.00
C Zavoiu (ROM),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Zawar Farid (UAE),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Zeeshan Abbas (BAH),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Zubaidi Zulkifle (MAL),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Zulfiqar Babar (PAK),2013-2014,2013,2014,1,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Zulqarnain Haider (PAK),2007-2010,2007,2010,3,3,3,1,0,1,0,0,1 (0ct 1st),0.333,0.00,0.33,0.33
Zulqarnain Haider (ESP),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Aamer Ikram (PORT),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Aamer Yamin (PAK),2015-2018,2015,2018,3,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Aaron Jones (USA),2019-2019,2019,2019,0,8,8,0,0,0,0,0,0,0,0.00,0.00,0.00
Z Abbasi (Botsw),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Abbas Saad (Saudi),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
YA Abdulla (SA),2009-2009,2009,2009,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Abdullah Mahmood (DEN),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Abdullah Sheikh (NOR),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Abdul Rashid (Belg),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Abdur Rauf (PAK),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
M Aboagye (Ghana),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
RA Abolarin (NGA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Abul Hasan (BDESH),2012-2018,2012,2018,6,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
AG Achar (SGP),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
F Achelam (UGA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Adil Hanif (BAH),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Adnan Mufti (UAE),2017-2017,2017,2017,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
N Advani (GIBR),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Aftab Ahmed (2) (DEN),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
AB Agarkar (INDIA),2006-2007,2006,2007,1,4,3,0,0,0,0,0,0,0,0.00,0.00,0.00
A Ahmadhel (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
RI Ahmed (NL),2015-2015,2015,2015,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Ahmed Wardak (GER),2019-2019,2019,2019,0,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
Ahsan Abbasi (HKG),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
Ainool Hafizs (MAL),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Aizaz Cheema (PAK),2011-2012,2011,2012,1,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
D Ajekun (NGA),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
C Akyuz (TKY),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Ali Ivan (Mald),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Ali Naqi (PORT),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
J Allen (),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
HS Alta (TKY),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Ameel Mauroof (Mald),2019-2019,2019,2019,0,10,10,0,0,0,0,0,0,0,0.00,0.00,0.00
Ameer Saiyed (Botsw),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Aminul Islam (BDESH),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Amir Hayat (UAE),2018-2019,2018,2019,1,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Amir Hamza (AFG),2013-2017,2013,2017,4,31,31,0,0,0,0,0,0,0,0.00,0.00,0.00
Ammad Uddin (BAH),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Anas Khan (HKG),2014-2014,2014,2014,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
J Anderson (IRE),2015-2015,2015,2015,0,4,2,0,0,0,0,0,0,0,0.00,0.00,0.00
DK Anefie (Ghana),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
A Anemogiannis (),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
B Angeltti (Arg),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
DNA Ankrah (Ghana),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
M Ansari (OMAN),2015-2016,2015,2016,1,11,10,0,0,0,0,0,0,0,0.00,0.00,0.00
Ansar Iqbal (NOR),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
MA Aponso (SL),2018-2018,2018,2018,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Apon Mustafizur (Serb),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Appu (MALTA),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
S Aravind (INDIA),2015-2015,2015,2015,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
JC Archer (ENG),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Z Arinaitwe (UGA),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
RP Arnold (SL),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
B Arora (MALTA),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Arsalan Arif (Aut),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Arsalan Qadir (CAN),2010-2010,2010,2010,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Arshad Hayat (CZK-R),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
Arslan Ahmed (PORT),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Arslan Ahmed (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Asad Ali (PAK),2013-2013,2013,2013,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
A Aspiotis (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
MS Atapattu (SL),2006-2006,2006,2006,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Ateak (Ghana),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Atif Ali Khan (UAE),2016-2016,2016,2016,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Atif Mehmood (ESP),2019-2019,2019,2019,0,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
R Avery (),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Awais Zia (PAK),2012-2014,2012,2014,2,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
P Awana (INDIA),2012-2012,2012,2012,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Aziz Mohammad (Belg),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Azyan Farhath (Mald),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Badrinath (INDIA),2011-2011,2011,2011,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
LS Baker (WI),2008-2009,2008,2009,1,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
R Bakum (Ghana),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
L Balaji (INDIA),2012-2012,2012,2012,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
KMC Bandara (SL),2016-2016,2016,2016,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
HH Banner (Blz),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
TC Barker (LUX),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
MC Bascombe (WI),2011-2011,2011,2011,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Bashir Shah (DEN),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
TC Bastiampillai (CAN),2010-2010,2010,2010,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
MD Bates (NZ),2012-2012,2012,2012,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
GJ Batty (ENG),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
D Bau (PNG),2017-2017,2017,2017,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
CS Baugh (WI),2008-2012,2008,2012,4,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
DE Bernard (WI),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
TL Best (WI),2013-2014,2013,2014,1,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
P Bharat Patel (PNM),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Bhari (NEPAL),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
P Bhart (NOR),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
