Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
S Hallett (Peru),2019-2019,2019,2019,0,4,4,5,4,1,4,0,3 (3ct 0st),1.25,1.00,1.25,0.25
Hilal Ahmad (CZK-R),2019-2019,2019,2019,0,7,7,5,5,0,5,0,3 (3ct 0st),0.714,0.71,0.71,0.00
BJ Hodge (AUS),2007-2014,2007,2014,7,15,15,5,5,0,0,5,1 (1ct 0st),0.333,0.33,0.33,0.00
Ibrahim Hassan (Mald),2019-2019,2019,2019,0,11,11,5,5,0,0,5,2 (2ct 0st),0.454,0.45,0.45,0.00
Jagjit Singh (Peru),2019-2019,2019,2019,0,4,4,5,5,0,0,5,3 (3ct 0st),1.25,1.25,1.25,0.00
KM Jarvis (ZIM),2011-2019,2011,2019,8,22,22,5,5,0,0,5,1 (1ct 0st),0.227,0.23,0.23,0.00
MG Johnson (AUS),2007-2013,2007,2013,6,30,30,5,5,0,0,5,1 (1ct 0st),0.166,0.17,0.17,0.00
EC Joyce (ENG/IRE),2006-2014,2006,2014,8,18,17,5,5,0,0,5,2 (2ct 0st),0.294,0.28,0.28,0.00
Junaid Sheikh (NOR),2019-2019,2019,2019,0,5,5,5,5,0,0,5,2 (2ct 0st),1,1.00,1.00,0.00
D Kansonkho (MWI),2019-2019,2019,2019,0,7,7,5,5,0,0,5,2 (2ct 0st),0.714,0.71,0.71,0.00
Karim Janat (AFG),2016-2019,2016,2019,3,21,21,5,5,0,0,5,2 (2ct 0st),0.238,0.24,0.24,0.00
SP Khakurel (NEPAL),2014-2015,2014,2015,1,8,8,5,2,3,2,0,2 (0ct 2st),0.625,0.25,0.63,0.38
UT Khawaja (AUS),2016-2016,2016,2016,0,9,9,5,5,0,0,5,1 (1ct 0st),0.555,0.56,0.56,0.00
JP Kotze (NAM),2019-2019,2019,2019,0,12,12,5,5,0,0,5,2 (2ct 0st),0.416,0.42,0.42,0.00
HG Kuhn (SA),2009-2017,2009,2017,8,7,7,5,5,0,4,1,3 (3ct 0st),0.714,0.71,0.71,0.00
NR Kumar (CAN),2012-2019,2012,2019,7,18,18,5,5,0,0,5,2 (2ct 0st),0.277,0.28,0.28,0.00
AV Lalcheta (OMAN),2015-2019,2015,2019,4,17,16,5,5,0,0,5,2 (2ct 0st),0.312,0.29,0.29,0.00
JS Malhotra (USA),2019-2019,2019,2019,0,6,6,5,2,3,2,0,2 (0ct 2st),0.833,0.33,0.83,0.50
A Mansale (VAN),2019-2019,2019,2019,0,14,14,5,5,0,0,5,2 (2ct 0st),0.357,0.36,0.36,0.00
T Maruma (ZIM),2008-2019,2008,2019,11,13,13,5,5,0,0,5,1 (1ct 0st),0.384,0.38,0.38,0.00
S Matsikenyeri (ZIM),2006-2012,2006,2012,6,10,10,5,5,0,0,5,2 (2ct 0st),0.5,0.50,0.50,0.00
SS McKechnie (HKG),2019-2019,2019,2019,0,10,10,5,4,1,4,0,2 (2ct 0st),0.5,0.40,0.50,0.10
EJB Miles (JER),2019-2019,2019,2019,0,14,14,5,5,0,0,5,2 (2ct 0st),0.357,0.36,0.36,0.00
AF Milne (NZ),2010-2018,2010,2018,8,21,21,5,5,0,0,5,1 (1ct 0st),0.238,0.24,0.24,0.00
Mirwais Ashraf (AFG),2010-2016,2010,2016,6,25,25,5,5,0,0,5,1 (1ct 0st),0.2,0.20,0.20,0.00
Mohammad Rizwan (PAK),2015-2019,2015,2019,4,16,16,5,3,2,3,0,2 (2ct 0st),0.312,0.19,0.31,0.13
Mohammed Nadeem (QAT),2019-2019,2019,2019,0,15,15,5,5,0,0,5,2 (2ct 0st),0.333,0.33,0.33,0.00
M Morkel (SA/World),2007-2017,2007,2017,10,44,44,5,5,0,0,5,1 (1ct 0st),0.113,0.11,0.11,0.00
CB Mpofu (ZIM),2008-2019,2008,2019,11,30,30,5,5,0,0,5,2 (2ct 0st),0.166,0.17,0.17,0.00
Muhammad Tanveer (QAT),2019-2019,2019,2019,0,15,15,5,5,0,0,5,2 (2ct 0st),0.333,0.33,0.33,0.00
S Muniandy (MAL),2019-2019,2019,2019,0,15,14,5,5,0,0,5,3 (3ct 0st),0.357,0.33,0.33,0.00
C Munoz-Mills (ESP),2019-2019,2019,2019,0,9,9,5,5,0,0,5,2 (2ct 0st),0.555,0.56,0.56,0.00
SJ Myburgh (NL),2012-2019,2012,2019,7,33,32,5,5,0,0,5,1 (1ct 0st),0.156,0.15,0.15,0.00
JDS Neesham (NZ),2012-2019,2012,2019,7,18,18,5,5,0,0,5,2 (2ct 0st),0.277,0.28,0.28,0.00
R Nehonde (Botsw),2019-2019,2019,2019,0,7,7,5,5,0,0,5,3 (3ct 0st),0.714,0.71,0.71,0.00
OE Newey (GUE),2019-2019,2019,2019,0,7,7,5,4,1,4,0,2 (2ct 0st),0.714,0.57,0.71,0.14
RJ Nicol (NZ),2010-2013,2010,2013,3,21,21,5,5,0,0,5,2 (2ct 0st),0.238,0.24,0.24,0.00
NM Odhiambo (KENYA),2010-2019,2010,2019,9,16,16,5,5,0,0,5,2 (2ct 0st),0.312,0.31,0.31,0.00
TM Odoyo (KENYA),2007-2013,2007,2013,6,11,11,5,5,0,0,5,2 (2ct 0st),0.454,0.45,0.45,0.00
CN Onwuzulike (NGA),2019-2019,2019,2019,0,9,9,5,5,0,0,5,3 (3ct 0st),0.555,0.56,0.56,0.00
R Panchal (ESP),2019-2019,2019,2019,0,9,9,5,5,0,0,5,2 (2ct 0st),0.555,0.56,0.56,0.00
WD Parnell (SA),2009-2017,2009,2017,8,40,40,5,5,0,0,5,1 (1ct 0st),0.125,0.13,0.13,0.00
AR Patel (INDIA),2015-2018,2015,2018,3,11,11,5,5,0,0,5,2 (2ct 0st),0.454,0.45,0.45,0.00
MD Patel (USA),2019-2019,2019,2019,0,8,8,5,3,2,1,2,2 (1ct 1st),0.625,0.38,0.63,0.25
NK Patel (USA),2019-2019,2019,2019,0,4,4,5,5,0,0,5,2 (2ct 0st),1.25,1.25,1.25,0.00
Rahmanullah Gurbaz (AFG),2019-2019,2019,2019,0,7,7,5,4,1,4,0,2 (1ct 1st),0.714,0.57,0.71,0.14
J Rasu (VAN),2019-2019,2019,2019,0,13,13,5,5,0,0,5,1 (1ct 0st),0.384,0.38,0.38,0.00
D Ravu (PNG),2019-2019,2019,2019,0,17,17,5,5,0,0,5,1 (1ct 0st),0.294,0.29,0.29,0.00
JJ Roy (ENG),2014-2018,2014,2018,4,32,32,5,5,0,0,5,1 (1ct 0st),0.156,0.16,0.16,0.00
Sami Sohail (MWI),2019-2019,2019,2019,0,7,7,5,5,0,0,5,2 (2ct 0st),0.714,0.71,0.71,0.00
Sandeep Goud (OMAN),2019-2019,2019,2019,0,12,12,5,5,0,0,5,2 (2ct 0st),0.416,0.42,0.42,0.00
E Schiferli (NL),2008-2010,2008,2010,2,7,6,5,5,0,0,5,1 (1ct 0st),0.833,0.71,0.71,0.00
Shafiq Sharif (MAL),2019-2019,2019,2019,0,10,9,5,2,3,2,0,2 (2ct 0st),0.555,0.20,0.50,0.30
KD Shah (HKG),2014-2019,2014,2019,5,26,26,5,5,0,0,5,2 (2ct 0st),0.192,0.19,0.19,0.00
OA Shah (ENG),2007-2009,2007,2009,2,17,17,5,5,0,0,5,2 (2ct 0st),0.294,0.29,0.29,0.00
Shapoor Zadran (AFG),2010-2018,2010,2018,8,34,34,5,5,0,0,5,1 (1ct 0st),0.147,0.15,0.15,0.00
Sharjeel Khan (PAK),2013-2016,2013,2016,3,15,15,5,5,0,0,5,2 (2ct 0st),0.333,0.33,0.33,0.00
RJ Sidebottom (ENG),2007-2010,2007,2010,3,18,18,5,5,0,0,5,2 (2ct 0st),0.277,0.28,0.28,0.00
LPC Silva (SL),2006-2011,2006,2011,5,16,16,5,5,0,0,5,1 (1ct 0st),0.312,0.31,0.31,0.00
TB Sole (SCOT),2019-2019,2019,2019,0,9,9,5,5,0,0,5,1 (1ct 0st),0.555,0.56,0.56,0.00
GP Swann (ENG),2008-2012,2008,2012,4,39,39,5,5,0,0,5,1 (1ct 0st),0.128,0.13,0.13,0.00
SR Taylor (USA),2019-2019,2019,2019,0,8,8,5,5,0,0,5,2 (2ct 0st),0.625,0.63,0.63,0.00
SO Tikolo (KENYA),2007-2013,2007,2013,6,15,15,5,5,0,0,5,2 (2ct 0st),0.333,0.33,0.33,0.00
AJ Turner (AUS),2017-2019,2017,2019,2,11,11,5,5,0,0,5,1 (1ct 0st),0.454,0.45,0.45,0.00
C Viljoen (NAM),2019-2019,2019,2019,0,12,12,5,5,0,0,5,1 (1ct 0st),0.416,0.42,0.42,0.00
JM Vince (ENG),2015-2019,2015,2019,4,12,12,5,5,0,0,5,2 (2ct 0st),0.416,0.42,0.42,0.00
Wahab Riaz (PAK),2008-2019,2008,2019,11,31,31,5,5,0,0,5,1 (1ct 0st),0.161,0.16,0.16,0.00
B Ward (JER),2019-2019,2019,2019,0,13,13,5,5,0,0,5,1 (1ct 0st),0.384,0.38,0.38,0.00
Washington Sundar (INDIA),2017-2019,2017,2019,2,18,18,5,5,0,0,5,1 (1ct 0st),0.277,0.28,0.28,0.00
Abdul-Shakoor Rahimzei (GER),2019-2019,2019,2019,0,7,7,4,4,0,0,4,2 (2ct 0st),0.571,0.57,0.57,0.00
CN Ackermann (NL),2019-2019,2019,2019,0,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
Adnan Idrees (KUW),2019-2019,2019,2019,0,6,6,4,4,0,0,4,1 (1ct 0st),0.666,0.67,0.67,0.00
Aftab Ahmed (BDESH),2006-2010,2006,2010,4,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
FA Allen (WI),2018-2019,2018,2019,1,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
Amjad Javed (UAE),2014-2017,2014,2017,3,22,22,4,4,0,0,4,1 (1ct 0st),0.181,0.18,0.18,0.00
SE Aquilina (MALTA),2019-2019,2019,2019,0,4,4,4,0,4,0,0,2 (0ct 2st),1,0.00,1.00,1.00
Asad Mohammad (GER),2019-2019,2019,2019,0,9,9,4,4,0,0,4,1 (1ct 0st),0.444,0.44,0.44,0.00
MA Baig (MWI),2019-2019,2019,2019,0,7,7,4,4,0,0,4,3 (3ct 0st),0.571,0.57,0.57,0.00
B Banerjee (Mex),2019-2019,2019,2019,0,6,6,4,4,0,3,1,1 (1ct 0st),0.666,0.67,0.67,0.00
T Banton (ENG),2019-2019,2019,2019,0,3,3,4,4,0,0,4,2 (2ct 0st),1.333,1.33,1.33,0.00
JP Behrendorff (AUS),2017-2019,2017,2019,2,7,6,4,4,0,0,4,3 (3ct 0st),0.666,0.57,0.57,0.00
IR Bell (ENG),2006-2014,2006,2014,8,8,8,4,4,0,0,4,1 (1ct 0st),0.5,0.50,0.50,0.00
TS Bharaj (DEN),2019-2019,2019,2019,0,9,7,4,4,0,0,4,3 (3ct 0st),0.571,0.44,0.44,0.00
Meet Bhavsar (KUW),2019-2019,2019,2019,0,9,9,4,4,0,4,0,3 (3ct 0st),0.444,0.44,0.44,0.00
MP Biddappa (PHI),2019-2019,2019,2019,0,4,4,4,3,1,3,0,2 (2ct 0st),1,0.75,1.00,0.25
Bilal Tahir (KUW),2019-2019,2019,2019,0,4,4,4,4,0,0,4,1 (1ct 0st),1,1.00,1.00,0.00
Bilal Zalmai (Aut),2019-2019,2019,2019,0,5,5,4,3,1,0,3,2 (2ct 0st),0.8,0.60,0.80,0.20
PRP Boissevain (NL),2019-2019,2019,2019,0,4,4,4,4,0,0,4,2 (2ct 0st),1,1.00,1.00,0.00
SE Bond (NZ),2005-2010,2005,2010,5,20,20,4,4,0,0,4,1 (1ct 0st),0.2,0.20,0.20,0.00
DM Bravo (WI),2010-2019,2010,2019,9,20,20,4,4,0,0,4,2 (2ct 0st),0.2,0.20,0.20,0.00
NT Broom (NZ),2009-2017,2009,2017,8,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
DE Budge (SCOT),2018-2018,2018,2018,0,6,6,4,4,0,0,4,1 (1ct 0st),0.666,0.67,0.67,0.00
RW Chakabva (ZIM),2008-2019,2008,2019,11,12,12,4,4,0,0,4,1 (1ct 0st),0.333,0.33,0.33,0.00
TL Chatara (ZIM),2010-2019,2010,2019,9,21,21,4,4,0,0,4,1 (1ct 0st),0.19,0.19,0.19,0.00
JW Chilia (VAN),2019-2019,2019,2019,0,14,14,4,4,0,0,4,2 (2ct 0st),0.285,0.29,0.29,0.00
K Christie (HKG),2019-2019,2019,2019,0,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
SR Clark (AUS),2006-2007,2006,2007,1,9,9,4,4,0,0,4,1 (1ct 0st),0.444,0.44,0.44,0.00
DDP D'Silva (UAE),2019-2019,2019,2019,0,10,10,4,4,0,0,4,1 (1ct 0st),0.4,0.40,0.40,0.00
DAP Darrell (BMUDA),2019-2019,2019,2019,0,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
TN de Grooth (NL),2008-2013,2008,2013,5,15,14,4,4,0,0,4,2 (2ct 0st),0.285,0.27,0.27,0.00
DM de Silva (SL),2015-2019,2015,2019,4,13,13,4,4,0,0,4,1 (1ct 0st),0.307,0.31,0.31,0.00
PWH de Silva (SL),2019-2019,2019,2019,0,8,8,4,4,0,0,4,1 (1ct 0st),0.5,0.50,0.50,0.00
S Dhaniram (CAN),2008-2010,2008,2010,2,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
S Dube (INDIA),2019-2019,2019,2019,0,6,6,4,4,0,0,4,2 (2ct 0st),0.666,0.67,0.67,0.00
Ehsan Khan (HKG),2016-2019,2016,2019,3,15,15,4,4,0,0,4,1 (1ct 0st),0.266,0.27,0.27,0.00
Elias Sunny (BDESH),2012-2012,2012,2012,0,7,7,4,4,0,0,4,3 (3ct 0st),0.571,0.57,0.57,0.00
GD Elliott (NZ/World),2009-2017,2009,2017,8,17,17,4,4,0,0,4,2 (2ct 0st),0.235,0.24,0.24,0.00
Fahad Tariq (UAE),2016-2016,2016,2016,0,6,6,4,4,0,0,4,3 (3ct 0st),0.666,0.67,0.67,0.00
Farhad Reza (BDESH),2006-2014,2006,2014,8,13,13,4,4,0,0,4,1 (1ct 0st),0.307,0.31,0.31,0.00
O Fournier (CRC),2019-2019,2019,2019,0,2,2,4,4,0,0,4,2 (2ct 0st),2,2.00,2.00,0.00
PG Fulton (NZ),2006-2012,2006,2012,6,12,12,4,4,0,0,4,1 (1ct 0st),0.333,0.33,0.33,0.00
PF Gallagher (Fin),2019-2019,2019,2019,0,3,3,4,4,0,0,4,2 (2ct 0st),1.333,1.33,1.33,0.00
G Goudie (SCOT),2010-2013,2010,2013,3,9,9,4,4,0,0,4,1 (1ct 0st),0.444,0.44,0.44,0.00
TGJ Gruijters (NL),2012-2013,2012,2013,1,8,8,4,4,0,0,4,2 (2ct 0st),0.5,0.50,0.50,0.00
K Gupta (Chile),2019-2019,2019,2019,0,4,4,4,3,1,3,0,3 (2ct 1st),1,0.75,1.00,0.25
OD Hald (DEN),2019-2019,2019,2019,0,9,7,4,4,0,0,4,2 (2ct 0st),0.571,0.44,0.44,0.00
Hamza Tahir (SCOT),2018-2019,2018,2019,1,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
RM Haq (SCOT),2007-2013,2007,2013,6,21,20,4,4,0,0,4,2 (2ct 0st),0.2,0.19,0.19,0.00
TM Head (AUS),2016-2018,2016,2018,2,16,16,4,4,0,0,4,1 (1ct 0st),0.25,0.25,0.25,0.00
R Hekure (PNG),2019-2019,2019,2019,0,8,8,4,4,0,0,4,2 (2ct 0st),0.5,0.50,0.50,0.00
DR Hooper (GUE),2019-2019,2019,2019,0,9,9,4,4,0,0,4,2 (2ct 0st),0.444,0.44,0.44,0.00
Hussain Talat (PAK),2018-2019,2018,2019,1,14,14,4,4,0,0,4,3 (3ct 0st),0.285,0.29,0.29,0.00
DP Hyatt (WI),2011-2012,2011,2012,1,5,5,4,4,0,0,4,1 (1ct 0st),0.8,0.80,0.80,0.00
Imran Haider (ROM),2019-2019,2019,2019,0,2,2,4,2,2,2,0,3 (2ct 1st),2,1.00,2.00,1.00
Imrul Kayes (BDESH),2010-2017,2010,2017,7,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
SS Iyer (INDIA),2017-2019,2017,2019,2,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
ST Jayasuriya (SL),2006-2011,2006,2011,5,31,31,4,4,0,0,4,1 (1ct 0st),0.129,0.13,0.13,0.00
LM Jongwe (ZIM),2015-2016,2015,2016,1,8,8,4,4,0,0,4,2 (2ct 0st),0.5,0.50,0.50,0.00
SHT Kandamby (SL),2008-2011,2008,2011,3,5,5,4,4,0,0,4,2 (2ct 0st),0.8,0.80,0.80,0.00
G Kansonkho (MWI),2019-2019,2019,2019,0,6,6,4,4,0,0,4,2 (2ct 0st),0.666,0.67,0.67,0.00
AN Kervezee (NL),2009-2012,2009,2012,3,10,10,4,4,0,0,4,2 (2ct 0st),0.4,0.40,0.40,0.00
Khalid Latif (PAK),2008-2016,2008,2016,8,13,13,4,4,0,0,4,1 (1ct 0st),0.307,0.31,0.31,0.00
BA King (WI),2019-2019,2019,2019,0,6,6,4,4,0,0,4,1 (1ct 0st),0.666,0.67,0.67,0.00
EB Knowles (CZK-R),2019-2019,2019,2019,0,7,7,4,4,0,0,4,4 (4ct 0st),0.571,0.57,0.57,0.00
SC Kuggeleijn (NZ),2019-2019,2019,2019,0,9,9,4,4,0,0,4,2 (2ct 0st),0.444,0.44,0.44,0.00
Kuldeep Lal (ESP),2019-2019,2019,2019,0,8,8,4,4,0,0,4,2 (2ct 0st),0.5,0.50,0.50,0.00
RE Levi (SA),2012-2012,2012,2012,0,13,13,4,4,0,0,4,1 (1ct 0st),0.307,0.31,0.31,0.00
N Madziva (ZIM),2015-2019,2015,2019,4,15,15,4,4,0,0,4,1 (1ct 0st),0.266,0.27,0.27,0.00
MSS Mandy (Chile),2019-2019,2019,2019,0,4,4,4,4,0,0,4,1 (1ct 0st),1,1.00,1.00,0.00
MR Marsh (AUS),2011-2018,2011,2018,7,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
XM Marshall (USA/WI),2008-2019,2008,2019,11,13,13,4,4,0,0,4,1 (1ct 0st),0.307,0.31,0.31,0.00
WP Masakadza (ZIM),2015-2019,2015,2019,4,12,12,4,4,0,0,4,2 (2ct 0st),0.333,0.33,0.33,0.00
Md Nurul Huda (Fin),2019-2019,2019,2019,0,5,5,4,4,0,0,4,2 (2ct 0st),0.8,0.80,0.80,0.00
AS Mehmi (),2019-2019,2019,2019,0,3,3,4,4,0,0,4,2 (2ct 0st),1.333,1.33,1.33,0.00
Mohammad Amir (PAK),2009-2019,2009,2019,10,48,48,4,4,0,0,4,1 (1ct 0st),0.083,0.08,0.08,0.00
Mohammad Ashraful (BDESH),2007-2013,2007,2013,6,23,23,4,4,0,0,4,1 (1ct 0st),0.173,0.17,0.17,0.00
Mohammad Boota (UAE),2019-2019,2019,2019,0,16,16,4,3,1,2,1,2 (1ct 1st),0.25,0.19,0.25,0.06
Mohammad Naveed (UAE),2015-2019,2015,2019,4,31,31,4,4,0,0,4,1 (1ct 0st),0.129,0.13,0.13,0.00
Muhammad Awais (),2019-2019,2019,2019,0,3,3,4,3,1,3,0,3 (2ct 1st),1.333,1.00,1.33,0.33
GRD Munasinghe (ITA),2019-2019,2019,2019,0,8,7,4,4,0,0,4,1 (1ct 0st),0.571,0.50,0.50,0.00
A Nehra (INDIA),2009-2017,2009,2017,8,27,27,4,4,0,0,4,1 (1ct 0st),0.148,0.15,0.15,0.00
A Neill (SCOT),2019-2019,2019,2019,0,5,5,4,4,0,0,4,2 (2ct 0st),0.8,0.80,0.80,0.00
SN Netravalkar (USA),2019-2019,2019,2019,0,8,8,4,4,0,0,4,1 (1ct 0st),0.5,0.50,0.50,0.00
N Nipiko (VAN),2019-2019,2019,2019,0,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
Noor Ali Zadran (AFG),2010-2017,2010,2017,7,20,20,4,4,0,0,4,1 (1ct 0st),0.2,0.20,0.20,0.00
AA Obanda (KENYA),2007-2019,2007,2019,12,30,30,4,4,0,0,4,1 (1ct 0st),0.133,0.13,0.13,0.00
JS Patel (NZ),2005-2008,2005,2008,3,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
RK Paudel (NEPAL),2019-2019,2019,2019,0,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
N Pokana (PNG),2016-2019,2016,2019,3,19,19,4,4,0,0,4,2 (2ct 0st),0.21,0.21,0.21,0.00
S Prasanna (SL),2013-2017,2013,2017,4,20,20,4,4,0,0,4,2 (2ct 0st),0.2,0.20,0.20,0.00
AT Rayudu (INDIA),2014-2016,2014,2016,2,6,6,4,4,0,0,4,2 (2ct 0st),0.666,0.67,0.67,0.00
B Regmi (NEPAL),2014-2019,2014,2019,5,18,18,4,4,0,0,4,1 (1ct 0st),0.222,0.22,0.22,0.00
MJ Richardson (GER),2019-2019,2019,2019,0,3,3,4,1,3,1,0,2 (1ct 1st),1.333,0.33,1.33,1.00
MJG Rippon (NL),2013-2018,2013,2018,5,18,17,4,4,0,0,4,1 (1ct 0st),0.235,0.22,0.22,0.00
PADLR Sandakan (SL),2017-2019,2017,2019,2,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
Saqlain Haider (UAE),2016-2016,2016,2016,0,6,6,4,4,0,0,4,2 (2ct 0st),0.666,0.67,0.67,0.00
T Shamsi (SA),2017-2019,2017,2019,2,16,16,4,4,0,0,4,1 (1ct 0st),0.25,0.25,0.25,0.00
I Sharma (INDIA),2008-2013,2008,2013,5,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
B Shikongo (NAM),2019-2019,2019,2019,0,11,11,4,4,0,0,4,1 (1ct 0st),0.363,0.36,0.36,0.00
Sikander Zulfiqar (NL),2016-2019,2016,2019,3,11,11,4,4,0,0,4,2 (2ct 0st),0.363,0.36,0.36,0.00
Simandeep Singh (HKG),2019-2019,2019,2019,0,7,7,4,4,0,0,4,2 (2ct 0st),0.571,0.57,0.57,0.00
Sohaib Maqsood (PAK),2013-2016,2013,2016,3,20,20,4,4,0,0,4,1 (1ct 0st),0.2,0.20,0.20,0.00
ES Szwarczynski (NL),2008-2013,2008,2013,5,14,13,4,4,0,0,4,2 (2ct 0st),0.307,0.29,0.29,0.00
Tanwir Afzal (HKG),2014-2016,2014,2016,2,21,21,4,4,0,0,4,1 (1ct 0st),0.19,0.19,0.19,0.00
RN ten Doeschate (NL),2008-2019,2008,2019,11,22,21,4,4,0,0,4,1 (1ct 0st),0.19,0.18,0.18,0.00
C Tommy (VAN),2019-2019,2019,2019,0,12,12,4,4,0,0,4,1 (1ct 0st),0.333,0.33,0.33,0.00
I Udana (SL),2009-2019,2009,2019,10,27,27,4,4,0,0,4,2 (2ct 0st),0.148,0.15,0.15,0.00
Umar Amin (PAK),2013-2018,2013,2018,5,14,14,4,4,0,0,4,1 (1ct 0st),0.285,0.29,0.29,0.00
DLS van Bunge (NL),2008-2013,2008,2013,5,14,13,4,4,0,0,4,2 (2ct 0st),0.307,0.29,0.29,0.00
RR Watson (SCOT),2007-2010,2007,2010,3,10,9,4,4,0,0,4,2 (2ct 0st),0.444,0.40,0.40,0.00
K Weeraratne (SL),2008-2009,2008,2009,1,5,5,4,4,0,0,4,2 (2ct 0st),0.8,0.80,0.80,0.00
Yasir Shah (PAK),2011-2011,2011,2011,0,2,2,4,4,0,0,4,3 (3ct 0st),2,2.00,2.00,0.00
Ziaur Rahman (BDESH),2012-2014,2012,2014,2,14,14,4,4,0,0,4,2 (2ct 0st),0.285,0.29,0.29,0.00
MR Adair (IRE),2019-2019,2019,2019,0,17,17,3,3,0,0,3,1 (1ct 0st),0.176,0.18,0.18,0.00
S Adedeji (NGA),2019-2019,2019,2019,0,6,6,3,3,0,0,3,1 (1ct 0st),0.5,0.50,0.50,0.00
Afif Hossain (BDESH),2018-2019,2018,2019,1,8,8,3,3,0,0,3,1 (1ct 0st),0.375,0.38,0.38,0.00
Aftab Alam (AFG),2012-2018,2012,2018,6,12,12,3,3,0,0,3,2 (2ct 0st),0.25,0.25,0.25,0.00
KK Ahmed (INDIA),2018-2019,2018,2019,1,14,14,3,3,0,0,3,1 (1ct 0st),0.214,0.21,0.21,0.00
Ainool Haqqiem (MAL),2019-2019,2019,2019,0,4,4,3,1,2,1,0,2 (0ct 2st),0.75,0.25,0.75,0.50
TP Allen (USA),2019-2019,2019,2019,0,5,5,3,3,0,0,3,1 (1ct 0st),0.6,0.60,0.60,0.00
Al-Amin Hossain (BDESH),2013-2019,2013,2019,6,28,26,3,3,0,0,3,1 (1ct 0st),0.115,0.11,0.11,0.00
Amir Mangal (GER),2019-2019,2019,2019,0,9,9,3,3,0,0,3,2 (2ct 0st),0.333,0.33,0.33,0.00
JM Anderson (ENG),2007-2009,2007,2009,2,19,19,3,3,0,0,3,1 (1ct 0st),0.157,0.16,0.16,0.00
Anowarul Islam (THAI),2019-2019,2019,2019,0,4,4,3,3,0,0,3,2 (2ct 0st),0.75,0.75,0.75,0.00
P Arrighi (Arg),2019-2019,2019,2019,0,5,5,3,3,0,0,3,2 (2ct 0st),0.6,0.60,0.60,0.00
Asad Shafiq (PAK),2010-2012,2010,2012,2,10,10,3,3,0,0,3,1 (1ct 0st),0.3,0.30,0.30,0.00
NJ Astle (NZ),2005-2006,2005,2006,1,4,4,3,3,0,0,3,2 (2ct 0st),0.75,0.75,0.75,0.00
TD Astle (NZ),2016-2019,2016,2019,3,3,3,3,3,0,0,3,1 (1ct 0st),1,1.00,1.00,0.00
AJ Ayannaike (NGA),2019-2019,2019,2019,0,3,3,3,2,1,2,0,3 (2ct 1st),1,0.67,1.00,0.33
F Baaleri (Ghana),2019-2019,2019,2019,0,4,4,3,3,0,1,2,2 (2ct 0st),0.75,0.75,0.75,0.00
Babar Ali (BAH),2019-2019,2019,2019,0,3,3,3,3,0,0,3,1 (1ct 0st),1,1.00,1.00,0.00
V Balakrishnan (Botsw),2019-2019,2019,2019,0,3,3,3,3,0,0,3,3 (3ct 0st),1,1.00,1.00,0.00
OGL Bascome (BMUDA),2019-2019,2019,2019,0,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
V Baskaran (SGP),2019-2019,2019,2019,0,12,12,3,3,0,0,3,1 (1ct 0st),0.25,0.25,0.25,0.00
C Bisson (JER),2019-2019,2019,2019,0,14,14,3,3,0,0,3,1 (1ct 0st),0.214,0.21,0.21,0.00
A Bohara (NEPAL),2019-2019,2019,2019,0,17,17,3,3,0,0,3,1 (1ct 0st),0.176,0.18,0.18,0.00
DG Brownlie (NZ),2010-2014,2010,2014,4,5,5,3,3,0,0,3,1 (1ct 0st),0.6,0.60,0.60,0.00
IG Butler (NZ),2009-2013,2009,2013,4,19,19,3,3,0,0,3,1 (1ct 0st),0.157,0.16,0.16,0.00
J Butler (GUE),2019-2019,2019,2019,0,9,9,3,3,0,0,3,1 (1ct 0st),0.333,0.33,0.33,0.00
C Carter (HKG),2015-2017,2015,2017,2,10,10,3,2,1,2,0,1 (1ct 0st),0.3,0.20,0.30,0.10
C Chete (MWI),2019-2019,2019,2019,0,2,2,3,3,0,3,0,2 (2ct 0st),1.5,1.50,1.50,0.00
